,40-year NPV rank,40-year NPV,Institution,State,Level,Predominant degree,Institution type,Share earning more than high school graduates 10-years after enrolling,Earnings-price return rank,Earnings-price return,Earnings-debt return rank,Earnings-debt return,Debt rank,Median debt,10-year earnings rank,Median 10-yr earnings,Net price rank,Net price,Graduation rate rank,Graduation rate,7-year repayment rate
3948,1619,"$914,000",South Plains College,TX,2-year,Associate's,Public,63%,617,411%,547,483%,3168,"$6,667",1924,"$38,836",3653,"$7,600",3952,22%,54%
3949,4031,"$536,000",South Texas Barber College Inc,TX,Less than 2-year,Certificate,Private for-profit,NA,1301,254%,NA,NA,NA,NA,4056,"$22,070",3892,"$6,236",644,76%,NA
3950,2156,"$841,000",South Texas College,TX,4-year,Associate's,Public,57%,16,2900%,NA,NA,NA,NA,2452,"$35,217",4403,"$1,174",3902,23%,NA
3951,3496,"$635,000",South Texas Vocational Technical Institute-Brownsville,TX,Less than 2-year,Certificate,Private for-profit,36%,4309,-6%,3329,160%,2001,"$9,500",3740,"$24,710",539,"$26,306",1266,66%,21%
3952,3496,"$635,000",South Texas Vocational Technical Institute-Weslaco,TX,Less than 2-year,Certificate,Private for-profit,36%,4319,-7%,3329,160%,2001,"$9,500",3740,"$24,710",493,"$26,681",1164,68%,21%
3953,3070,"$709,000",South University-Austin,TX,4-year,Bachelor's,Private for-profit,58%,3520,56%,3200,172%,1364,"$13,516",2201,"$36,710",866,"$23,470",NA,NA,34%
3954,4132,"$502,000",Southern Careers Institute-Austin,TX,2-year,Certificate,Private for-profit,34%,4349,-11%,2360,221%,2954,"$7,389",3896,"$23,755",496,"$26,668",2903,40%,23%
3955,3707,"$600,000",Southern Careers Institute-Brownsville,TX,Less than 2-year,Certificate,Private for-profit,34%,3876,34%,2360,221%,2954,"$7,389",3896,"$23,755",1817,"$17,751",2944,40%,23%
3956,3741,"$592,000",Southern Careers Institute-Corpus Christi,TX,Less than 2-year,Certificate,Private for-profit,34%,4341,-10%,2360,221%,2954,"$7,389",3896,"$23,755",529,"$26,393",3146,36%,23%
3957,3741,"$592,000",Southern Careers Institute-Harlingen,TX,Less than 2-year,Certificate,Private for-profit,34%,4319,-7%,2360,221%,2954,"$7,389",3896,"$23,755",624,"$25,548",1473,64%,23%
3958,3750,"$591,000",Southern Careers Institute-Pharr,TX,Less than 2-year,Certificate,Private for-profit,34%,4355,-12%,2360,221%,2954,"$7,389",3896,"$23,755",472,"$26,889",2697,44%,23%
3959,3741,"$592,000",Southern Careers Institute-San Antonio,TX,Less than 2-year,Certificate,Private for-profit,34%,4341,-10%,2360,221%,2954,"$7,389",3896,"$23,755",536,"$26,339",2407,49%,23%
3960,154,"$1,477,000",Southern Methodist University,TX,4-year,Bachelor's,Private nonprofit,82%,2857,100%,1327,314%,685,"$17,500",113,"$72,514",97,"$36,222",451,80%,82%
3961,2275,"$825,000",Southwest Collegiate Institute for the Deaf,TX,2-year,Certificate,Public,55%,10,3509%,497,497%,3549,"$5,724",2594,"$34,173",4410,$947,4204,15%,50%
3962,3867,"$571,000",Southwest School of Business and Technical Careers-San Antonio,TX,Less than 2-year,Certificate,Private for-profit,29%,3888,33%,1947,249%,3246,"$6,489",4011,"$22,673",1946,"$17,037",456,79%,18%
3963,2325,"$819,000",Southwest Texas Junior College,TX,2-year,Associate's,Public,56%,583,422%,394,531%,3567,"$5,553",2475,"$35,058",3817,"$6,717",3476,30%,49%
3964,3549,"$626,000",Southwest University at El Paso,TX,4-year,Associate's,Private for-profit,43%,3501,57%,3889,101%,1329,"$13,878",3369,"$27,956",1806,"$17,814",1252,67%,20%
3965,1293,"$969,000",Southwestern Adventist University,TX,4-year,Bachelor's,Private nonprofit,69%,2375,132%,3840,110%,145,"$22,458",1024,"$47,194",1361,"$20,329",2723,44%,65%
3966,2536,"$789,000",Southwestern Assemblies of God University,TX,4-year,Bachelor's,Private nonprofit,65%,3459,60%,3099,178%,1215,"$14,370",1789,"$39,942",685,"$24,982",2682,44%,62%
3967,3577,"$618,000",Southwestern Christian College,TX,4-year,Associate's,Private nonprofit,36%,1484,226%,3753,124%,1773,"$11,503",3648,"$25,819",3581,"$7,928",1168,68%,36%
3968,550,"$1,167,000",Southwestern University,TX,4-year,Bachelor's,Private nonprofit,84%,2500,124%,3269,165%,176,"$21,500",410,"$57,053",633,"$25,470",901,72%,91%
3969,2188,"$837,000",St Philip's College,TX,2-year,Associate's,Public,57%,482,464%,815,409%,3109,"$6,918",2451,"$35,234",3890,"$6,250",3761,25%,45%
3970,783,"$1,093,000",St. Mary's University,TX,4-year,Bachelor's,Private nonprofit,80%,1920,171%,3240,168%,342,"$19,500",665,"$52,285",1547,"$19,276",1865,58%,73%
3971,1239,"$978,000",Stephen F Austin State University,TX,4-year,Bachelor's,Public,74%,1417,235%,3299,162%,685,"$17,500",1132,"$45,914",2604,"$13,723",2354,50%,64%
3972,2095,"$849,000",Strayer University-Texas,TX,4-year,Bachelor's,Private for-profit,68%,3339,68%,2055,244%,1487,"$12,667",1375,"$43,590",583,"$25,902",NA,NA,37%
3973,1582,"$919,000",Sul Ross State University,TX,4-year,Bachelor's,Public,68%,1250,262%,1417,303%,1853,"$10,750",1419,"$43,314",2884,"$11,951",3773,25%,54%
3974,1250,"$976,000",Tarleton State University,TX,4-year,Bachelor's,Public,74%,2180,146%,2133,239%,1340,"$13,750",1072,"$46,642",1611,"$18,979",2491,48%,69%
3975,1462,"$939,000",Tarrant County College District,TX,2-year,Associate's,Public,64%,265,631%,249,601%,3555,"$5,664",1810,"$39,713",4027,"$5,434",4049,19%,47%
3976,2030,"$857,000",Temple College,TX,2-year,Associate's,Public,60%,298,590%,850,396%,2977,"$7,370",2255,"$36,550",4052,"$5,300",4242,13%,45%
3977,2712,"$761,000",Texarkana College,TX,2-year,Associate's,Public,53%,617,411%,1702,272%,2522,"$8,775",2811,"$32,676",3866,"$6,394",2542,47%,NA
3978,952,"$1,041,000",Texas A & M International University,TX,4-year,Bachelor's,Public,72%,51,1423%,1252,326%,1812,"$11,000",1061,"$46,823",4308,"$3,074",2562,46%,63%
3979,187,"$1,418,000",Texas A & M University-College Station,TX,4-year,Bachelor's,Public,86%,1329,249%,1207,332%,1017,"$15,404",198,"$66,566",1595,"$19,057",350,82%,88%
3980,1389,"$951,000",Texas A & M University-Commerce,TX,4-year,Bachelor's,Public,74%,1377,241%,2454,217%,1278,"$14,000",1291,"$44,369",2715,"$13,017",2849,42%,56%
3981,1136,"$997,000",Texas A & M University-Corpus Christi,TX,4-year,Bachelor's,Public,75%,1754,190%,2339,223%,1183,"$14,640",1014,"$47,320",2085,"$16,332",3092,37%,67%
3982,1079,"$1,011,000",Texas A & M University-Kingsville,TX,4-year,Bachelor's,Public,72%,1362,244%,2507,213%,1048,"$15,131",1009,"$47,368",2593,"$13,778",3028,38%,59%
3983,2006,"$861,000",Texas A&M University-Texarkana,TX,4-year,Bachelor's,Public,71%,1078,291%,2332,224%,1575,"$12,351",1785,"$39,992",3156,"$10,218",3472,31%,66%
3984,4020,"$538,000",Texas Barber College,TX,Less than 2-year,Certificate,Private for-profit,35%,3298,71%,3723,127%,2001,"$9,500",4088,"$21,602",2784,"$12,626",3440,31%,19%
3985,423,"$1,221,000",Texas Christian University,TX,4-year,Bachelor's,Private nonprofit,82%,3351,67%,2462,216%,449,"$19,399",285,"$61,325",86,"$36,811",322,83%,86%
3986,3429,"$647,000",Texas College,TX,4-year,Bachelor's,Private nonprofit,50%,2534,121%,3796,119%,1226,"$14,250",2991,"$31,196",2533,"$14,088",4263,11%,32%
3987,4216,"$479,000",Texas College of Cosmetology-Abilene,TX,Less than 2-year,Certificate,Private for-profit,27%,3269,73%,1040,358%,3962,"$4,146",4257,"$18,972",3023,"$10,951",735,75%,44%
3988,4210,"$480,000",Texas College of Cosmetology-Lubbock,TX,Less than 2-year,Certificate,Private for-profit,27%,2971,92%,1040,358%,3962,"$4,146",4257,"$18,972",3220,"$9,901",635,76%,44%
3989,4216,"$479,000",Texas College of Cosmetology-San Angelo,TX,Less than 2-year,Certificate,Private for-profit,27%,3188,78%,1040,358%,3962,"$4,146",4257,"$18,972",3076,"$10,670",581,77%,44%
3990,3153,"$696,000",Texas Health School,TX,Less than 2-year,Certificate,Private for-profit,37%,3325,69%,2151,238%,2703,"$8,075",3439,"$27,283",2115,"$16,163",475,79%,45%
3991,856,"$1,069,000",Texas Lutheran University,TX,4-year,Bachelor's,Private nonprofit,77%,1976,166%,2146,239%,1050,"$15,125",738,"$51,215",1554,"$19,223",2119,54%,73%
3992,3070,"$709,000",Texas Southern University,TX,4-year,Bachelor's,Public,57%,3134,81%,3446,151%,1278,"$14,000",2455,"$35,199",1513,"$19,430",3932,22%,39%
3993,1703,"$901,000",Texas Southmost College,TX,2-year,Associate's,Public,62%,258,637%,385,535%,3462,"$6,000",2008,"$38,124",4066,"$5,175",3984,21%,51%
3994,2212,"$834,000",Texas State Technical College,TX,2-year,Associate's,Public,57%,1318,251%,619,461%,3287,"$6,334",2411,"$35,542",3175,"$10,114",3027,38%,42%
3995,816,"$1,083,000",Texas State University,TX,4-year,Bachelor's,Public,79%,1434,233%,2050,245%,1173,"$14,708",765,"$50,671",2314,"$15,230",2078,55%,71%
3996,387,"$1,241,000",Texas Tech University,TX,4-year,Bachelor's,Public,83%,1434,233%,1712,271%,950,"$15,750",360,"$58,435",1856,"$17,571",1690,61%,79%
3997,1095,"$1,008,000",Texas Wesleyan University,TX,4-year,Bachelor's,Private nonprofit,76%,2704,110%,1910,253%,1278,"$14,000",864,"$49,382",865,"$23,473",3275,34%,58%
3998,792,"$1,090,000",Texas Woman's University,TX,4-year,Bachelor's,Public,78%,598,417%,1887,255%,1278,"$14,000",836,"$49,724",3265,"$9,617",2761,43%,69%
3999,2851,"$741,000",The Art Institute of Austin,TX,4-year,Bachelor's,Private for-profit,60%,3501,57%,3896,100%,481,"$19,000",2037,"$37,944",773,"$24,156",3892,23%,49%
4000,2807,"$747,000",The Art Institute of Houston,TX,4-year,Bachelor's,Private for-profit,60%,3365,66%,3896,100%,481,"$19,000",2037,"$37,944",947,"$22,844",3810,24%,49%
4001,2793,"$749,000",The Art Institute of San Antonio,TX,4-year,Bachelor's,Private for-profit,60%,3325,69%,3896,100%,481,"$19,000",2037,"$37,944",1010,"$22,421",4081,19%,49%
4002,2571,"$782,000",The College of Health Care Professions-Austin,TX,2-year,Certificate,Private for-profit,62%,3888,33%,890,388%,2986,"$7,316",2377,"$35,714",478,"$26,832",1452,64%,42%
4003,2565,"$783,000",The College of Health Care Professions-Dallas,TX,2-year,Certificate,Private for-profit,62%,3876,34%,890,388%,2986,"$7,316",2377,"$35,714",503,"$26,626",1731,60%,42%
4004,3214,"$684,000",The College of Health Care Professions-Fort Worth,TX,2-year,Certificate,Private for-profit,50%,4053,19%,1923,252%,2507,"$8,852",2997,"$31,130",560,"$26,122",1186,68%,36%
4005,3162,"$694,000",The College of Health Care Professions-McAllen Campus,TX,2-year,Certificate,Private for-profit,50%,3841,37%,1923,252%,2507,"$8,852",2997,"$31,130",967,"$22,706",585,77%,36%
4006,3840,"$575,000",The College of Health Care Professions-Northwest,TX,4-year,Certificate,Private for-profit,50%,4164,10%,1923,252%,2507,"$8,852",2997,"$31,130",367,"$28,401",2589,46%,36%
4007,3219,"$683,000",The College of Health Care Professions-San Antonio,TX,2-year,Certificate,Private for-profit,50%,4080,17%,1923,252%,2507,"$8,852",2997,"$31,130",515,"$26,500",1362,65%,36%
4008,3207,"$686,000",The College of Health Care Professions-South San Antonio,TX,2-year,Certificate,Private for-profit,50%,4017,23%,1923,252%,2507,"$8,852",2997,"$31,130",641,"$25,346",NA,NA,NA
4009,3185,"$689,000",The College of Health Care Professions-Southwest Houston,TX,2-year,Certificate,Private for-profit,50%,3959,28%,1923,252%,2507,"$8,852",2997,"$31,130",753,"$24,402",1422,64%,36%
4010,1677,"$905,000",The King's University,TX,4-year,Bachelor's,Private nonprofit,68%,3030,88%,2475,215%,1187,"$14,500",1150,"$45,735",757,"$24,344",3799,24%,68%
4011,512,"$1,181,000",The University of Texas at Arlington,TX,4-year,Bachelor's,Public,81%,1118,283%,1172,338%,1567,"$12,477",539,"$54,633",2500,"$14,246",2347,50%,71%
4012,167,"$1,449,000",The University of Texas at Austin,TX,4-year,Bachelor's,Public,85%,1160,276%,1763,267%,569,"$18,500",174,"$67,839",1780,"$18,023",270,84%,85%
4013,299,"$1,307,000",The University of Texas at Dallas,TX,4-year,Bachelor's,Public,82%,1061,298%,1188,335%,1323,"$13,921",304,"$60,595",2313,"$15,232",955,71%,75%
4014,1263,"$974,000",The University of Texas at El Paso,TX,4-year,Bachelor's,Public,69%,646,402%,1859,258%,1521,"$12,500",1242,"$44,770",3389,"$8,920",3031,38%,64%
4015,788,"$1,091,000",The University of Texas at San Antonio,TX,4-year,Bachelor's,Public,79%,1225,267%,2141,239%,1066,"$15,000",756,"$50,810",2580,"$13,853",2884,41%,66%
4016,820,"$1,079,000",The University of Texas at Tyler,TX,4-year,Bachelor's,Public,76%,811,351%,1610,280%,1418,"$13,000",862,"$49,446",3019,"$10,974",2739,43%,69%
4017,761,"$1,098,000",The University of Texas Permian Basin,TX,4-year,Bachelor's,Public,78%,666,396%,1081,353%,1811,"$11,044",810,"$50,006",3180,"$10,092",2902,40%,69%
4018,1045,"$1,018,000",The University of Texas Rio Grande Valley,TX,4-year,Bachelor's,Public,71%,125,917%,916,383%,2001,"$9,500",1133,"$45,895",4180,"$4,514",2592,46%,65%
4019,4085,"$517,000",Tint School of Makeup & Cosmetology,TX,Less than 2-year,Certificate,Private for-profit,NA,2565,119%,1248,326%,3948,"$4,417",4266,"$18,823",3450,"$8,596",1889,58%,NA
4020,3944,"$554,000",Tint School of Makeup and Cosmetology-Dallas,TX,Less than 2-year,Certificate,Private for-profit,25%,3188,78%,570,476%,4012,"$3,596",4156,"$20,706",2924,"$11,641",2167,53%,33%
4021,2892,"$736,000",Toni & Guy Hairdressing Academy-Plano,TX,Less than 2-year,Certificate,Private for-profit,45%,3236,75%,2937,188%,1947,"$9,833",3301,"$28,273",2108,"$16,193",1199,67%,57%
4022,4323,"$435,000",Tri-State Cosmetology Institute,TX,Less than 2-year,Certificate,Private for-profit,18%,3520,56%,2290,227%,3828,"$5,211",4335,"$17,021",3029,"$10,933",762,74%,47%
4023,245,"$1,361,000",Trinity University,TX,4-year,Bachelor's,Private nonprofit,90%,1991,165%,2192,235%,342,"$19,500",231,"$65,315",723,"$24,669",624,76%,89%
4024,2464,"$799,000",Trinity Valley Community College,TX,2-year,Associate's,Public,55%,689,390%,899,386%,3113,"$6,899",2669,"$33,547",3790,"$6,850",3775,25%,41%
4025,1049,"$1,017,000",Tulsa Welding School-Houston,TX,Less than 2-year,Certificate,Private for-profit,64%,3629,49%,350,551%,3433,"$6,156",1769,"$40,100",476,"$26,864",1531,63%,36%
4026,2040,"$856,000",Tyler Junior College,TX,4-year,Associate's,Public,59%,1067,296%,489,500%,3437,"$6,128",2190,"$36,774",3322,"$9,277",4078,19%,42%
4027,4351,"$424,000",UCAS Univeristy of Cosmetology Arts & Sciences-La Joya,TX,Less than 2-year,Certificate,Private for-profit,18%,4364,-15%,3471,150%,3183,"$6,576",4358,"$16,428",1515,"$19,421",1621,62%,35%
4028,4337,"$429,000",UCAS University of Cosemtology Arts & Sciences-McAllen,TX,Less than 2-year,Certificate,Private for-profit,18%,4080,17%,3471,150%,3183,"$6,576",4358,"$16,428",2537,"$14,067",1594,62%,35%
4029,4342,"$427,000",UCAS University of Cosmetology Arts & Sciences-Harlingen,TX,Less than 2-year,Certificate,Private for-profit,18%,4266,0%,3471,150%,3183,"$6,576",4358,"$16,428",2065,"$16,399",2048,55%,35%
4030,4071,"$525,000",UCAS University of Cosmetology Arts & Sciences-San Antonio 410,TX,Less than 2-year,Certificate,Private for-profit,32%,4341,-10%,1657,276%,3564,"$5,594",4136,"$21,031",863,"$23,495",NA,NA,46%
4031,526,"$1,176,000",Universal Technical Institute-Dallas Fort Worth,TX,2-year,Associate's,Private for-profit,77%,2158,148%,1239,327%,1612,"$12,000",739,"$51,180",1315,"$20,621",1570,62%,53%
4032,499,"$1,185,000",Universal Technical Institute of Texas Inc.,TX,2-year,Certificate,Private for-profit,77%,1735,193%,1239,327%,1612,"$12,000",739,"$51,180",1876,"$17,485",1797,59%,53%
4033,647,"$1,132,000",University of Dallas,TX,4-year,Bachelor's,Private nonprofit,79%,2104,153%,2932,188%,481,"$19,000",534,"$54,695",1147,"$21,655",1100,69%,85%
4034,403,"$1,232,000",University of Houston,TX,4-year,Bachelor's,Public,80%,848,342%,1404,305%,1278,"$14,000",430,"$56,763",2750,"$12,838",1697,60%,72%
4035,564,"$1,162,000",University of Houston-Clear Lake,TX,4-year,Bachelor's,Public,82%,657,399%,1524,291%,1363,"$13,560",619,"$52,998",3085,"$10,612",NA,NA,70%
4036,744,"$1,102,000",University of Houston-Downtown,TX,4-year,Bachelor's,Public,76%,269,628%,2054,244%,1203,"$14,486",825,"$49,869",3791,"$6,848",3814,24%,56%
4037,955,"$1,040,000",University of Houston-Victoria,TX,4-year,Bachelor's,Public,76%,568,427%,1870,257%,1400,"$13,250",1016,"$47,294",3381,"$8,967",4054,19%,69%
4038,1345,"$959,000",University of Mary Hardin-Baylor,TX,4-year,Bachelor's,Private nonprofit,77%,3236,75%,3035,181%,791,"$16,880",1000,"$47,440",458,"$27,099",2459,48%,72%
4039,774,"$1,095,000",University of North Texas,TX,4-year,Bachelor's,Public,78%,1387,240%,1699,273%,1340,"$13,750",737,"$51,232",2334,"$15,086",2091,55%,69%
4040,2275,"$825,000",University of Phoenix-Texas,TX,4-year,Bachelor's,Private for-profit,62%,1511,222%,3678,131%,757,"$17,050",1857,"$39,382",2840,"$12,237",4189,15%,37%
4041,653,"$1,129,000",University of St Thomas,TX,4-year,Bachelor's,Private nonprofit,79%,1771,188%,1452,299%,1395,"$13,339",607,"$53,223",1704,"$18,476",1597,62%,71%
4042,1180,"$989,000",University of the Incarnate Word,TX,4-year,Bachelor's,Private nonprofit,75%,2917,96%,3740,126%,176,"$21,500",921,"$48,532",706,"$24,784",2361,50%,62%
4043,2782,"$751,000",Valley Grande Institute for Academic Studies,TX,Less than 2-year,Certificate,Private nonprofit,47%,2009,163%,1826,261%,2759,"$7,917",3271,"$28,610",3039,"$10,888",497,79%,32%
4044,1794,"$889,000",Vernon College,TX,2-year,Certificate,Public,61%,325,565%,736,426%,3045,"$7,084",2123,"$37,286",3999,"$5,604",3914,22%,49%
4045,2764,"$754,000",Vet Tech Institute of Houston,TX,2-year,Associate's,Private for-profit,52%,2898,97%,3161,174%,1753,"$11,797",2855,"$32,332",2056,"$16,432",958,71%,54%
4046,4210,"$480,000",Victoria Beauty College Inc,TX,Less than 2-year,Certificate,Private for-profit,24%,3821,38%,2496,214%,3515,"$5,828",4299,"$18,279",2678,"$13,245",2091,55%,36%
4047,1697,"$902,000",Victoria College,TX,2-year,Associate's,Public,63%,318,572%,829,404%,2905,"$7,500",2062,"$37,808",3996,"$5,629",3727,26%,49%
4048,3750,"$591,000",Vista College,TX,2-year,Certificate,Private for-profit,37%,1663,202%,3832,113%,1754,"$11,787",3706,"$25,091",3508,"$8,306",2266,52%,27%
4049,3716,"$598,000",Vista College-Online,TX,4-year,Associate's,Private for-profit,40%,4080,17%,3239,169%,1902,"$10,312",3395,"$27,696",850,"$23,572",3542,29%,50%
4050,2618,"$774,000",Wade College,TX,4-year,Associate's,Private for-profit,51%,3004,90%,3867,106%,887,"$16,088",2720,"$33,188",1888,"$17,438",1914,57%,34%
4051,1599,"$916,000",Wayland Baptist University,TX,4-year,Bachelor's,Private nonprofit,76%,3158,80%,2585,208%,1181,"$14,666",1213,"$45,166",670,"$25,152",3860,23%,63%
4052,2049,"$855,000",Weatherford College,TX,2-year,Associate's,Public,58%,791,356%,668,448%,3194,"$6,546",2356,"$35,860",3601,"$7,863",3991,21%,44%
4053,16,"$2,085,000",West Coast University-Dallas,TX,4-year,Bachelor's,Private for-profit,89%,1301,254%,1243,326%,119,"$22,846",15,"$97,371",425,"$27,473",NA,NA,76%
4054,1226,"$982,000",West Texas A & M University,TX,4-year,Bachelor's,Public,75%,1276,258%,2140,239%,1373,"$13,500",1148,"$45,739",2761,"$12,761",2675,45%,69%
4055,3153,"$696,000",Western Technical College,TX,4-year,Certificate,Private for-profit,54%,2113,152%,2938,188%,1771,"$11,598",2699,"$33,346",2676,"$13,249",1356,65%,39%
4056,1434,"$943,000",Western Texas College,TX,2-year,Associate's,Public,61%,274,617%,208,625%,3579,"$5,500",1794,"$39,877",4004,"$5,561",2651,45%,49%
4057,1403,"$948,000",Wharton County Junior College,TX,2-year,Associate's,Public,63%,255,642%,216,619%,3579,"$5,500",1833,"$39,564",4047,"$5,334",4143,17%,55%
4058,3404,"$651,000",Wiley College,TX,4-year,Bachelor's,Private nonprofit,53%,3071,85%,3803,118%,1066,"$15,000",2796,"$32,763",1832,"$17,666",3103,37%,35%
4059,3336,"$663,000",William Edge Institute,TX,Less than 2-year,Certificate,Private for-profit,NA,3393,64%,NA,NA,NA,NA,3118,"$30,205",1718,"$18,392",1519,63%,NA
4060,898,"$1,058,000",AmeriTech College-Draper,UT,4-year,Associate's,Private for-profit,67%,2898,97%,1963,248%,1267,"$14,088",885,"$49,072",690,"$24,920",3366,32%,69%
4061,696,"$1,116,000",AmeriTech College-Provo,UT,Less than 2-year,Certificate,Private for-profit,67%,2192,145%,1963,248%,1267,"$14,088",885,"$49,072",1407,"$20,067",1235,67%,69%
4062,3652,"$608,000",Avalon School of Cosmetology-Layton,UT,Less than 2-year,Certificate,Private for-profit,32%,3865,35%,1784,265%,3379,"$6,312",3972,"$23,050",1940,"$17,064",2004,56%,40%
4063,2178,"$838,000",Bridgerland Technical College,UT,2-year,Certificate,Public,54%,77,1175%,NA,NA,NA,NA,2588,"$34,234",4337,"$2,686",2977,39%,NA
4064,134,"$1,523,000",Brigham Young University,UT,4-year,Bachelor's,Private nonprofit,77%,564,431%,98,720%,2561,"$8,630",147,"$70,785",2663,"$13,322",332,82%,89%
4065,2865,"$739,000",Broadview University-West Jordan,UT,4-year,Associate's,Private for-profit,54%,3683,46%,2255,230%,1924,"$10,000",2757,"$33,028",979,"$22,654",4144,17%,48%
4066,3214,"$684,000",Cameo College of Essential Beauty,UT,Less than 2-year,Certificate,Private for-profit,46%,2410,130%,985,369%,3782,"$5,481",3657,"$25,720",2995,"$11,169",638,76%,66%
4067,1412,"$947,000",Dixie State University,UT,4-year,Associate's,Public,62%,1245,263%,544,484%,3063,"$7,000",1692,"$40,846",2985,"$11,244",3167,36%,66%
4068,3243,"$679,000",Eagle Gate College-Layton,UT,4-year,Bachelor's,Private for-profit,55%,2673,112%,4014,60%,240,"$20,614",2764,"$32,969",2250,"$15,534",387,81%,42%
4069,3300,"$666,000",Eagle Gate College-Murray,UT,4-year,Bachelor's,Private for-profit,55%,3116,82%,4014,60%,240,"$20,614",2764,"$32,969",1767,"$18,153",607,77%,42%
4070,944,"$1,043,000",Ensign College,UT,2-year,Associate's,Private nonprofit,66%,485,461%,4,1155%,4014,"$3,500",1328,"$43,935",3604,"$7,832",3686,27%,75%
4071,3300,"$666,000",Fortis College-Salt Lake City,UT,2-year,Associate's,Private for-profit,48%,3936,30%,2794,196%,1918,"$10,107",3136,"$29,946",910,"$23,061",1577,62%,35%
4072,3185,"$689,000",Independence University,UT,4-year,Associate's,Private nonprofit,52%,4080,17%,2194,235%,2001,"$9,500",2921,"$31,807",457,"$27,114",4255,12%,32%
4073,3214,"$684,000",Myotherapy College of Utah,UT,Less than 2-year,Certificate,Private for-profit,42%,3973,27%,2222,233%,2665,"$8,233",3418,"$27,434",1146,"$21,659",708,75%,72%
4074,39,"$1,894,000",Neumont College of Computer Science,UT,4-year,Bachelor's,Private for-profit,88%,1602,209%,1847,259%,58,"$24,832",40,"$89,164",340,"$28,863",1867,58%,73%
4075,4348,"$425,000",Nightingale College,UT,4-year,Associate's,Private for-profit,NA,4415,-39%,4057,13%,1226,"$14,250",4375,"$16,130",517,"$26,487",NA,NA,63%
4076,2127,"$845,000",Ogden-Weber Technical College,UT,Less than 2-year,Certificate,Public,56%,65,1291%,NA,NA,NA,NA,2695,"$33,375",4367,"$2,399",2034,56%,NA
4077,3123,"$701,000",Paul Mitchell the School-Ogden,UT,Less than 2-year,Certificate,Private for-profit,45%,3312,70%,1671,275%,2863,"$7,666",3250,"$28,768",1960,"$16,970",2074,55%,57%
4078,3300,"$666,000",Paul Mitchell the School-Provo,UT,Less than 2-year,Certificate,Private for-profit,40%,2737,107%,2665,203%,2600,"$8,389",3685,"$25,381",2835,"$12,264",1183,68%,60%
4079,3100,"$704,000",Paul Mitchell the School-Salt Lake City,UT,Less than 2-year,Certificate,Private for-profit,45%,2789,104%,1671,275%,2863,"$7,666",3250,"$28,768",2523,"$14,131",858,72%,57%
4080,3726,"$596,000",Paul Mitchell the School-St. George,UT,Less than 2-year,Certificate,Private for-profit,NA,1856,178%,NA,NA,NA,NA,3708,"$25,073",3372,"$9,031",224,86%,NA
4081,2865,"$739,000",Provo College,UT,4-year,Associate's,Private for-profit,54%,3158,80%,4053,22%,28,"$26,125",2900,"$31,976",1813,"$17,753",815,73%,50%
4082,1004,"$1,030,000",Salt Lake Community College,UT,2-year,Associate's,Public,67%,381,526%,37,868%,3913,"$4,500",1390,"$43,576",3773,"$6,963",3654,27%,68%
4083,3577,"$618,000",Skinworks School of Advanced Skincare,UT,Less than 2-year,Certificate,Private for-profit,NA,3841,37%,1957,249%,3292,"$6,333",4046,"$22,094",2111,"$16,176",193,87%,65%
4084,1870,"$878,000",Snow College,UT,4-year,Associate's,Public,59%,872,336%,20,970%,4014,"$3,500",2113,"$37,439",3452,"$8,592",2712,44%,73%
4085,1123,"$1,000,000",Southern Utah University,UT,4-year,Bachelor's,Public,69%,1443,232%,443,512%,2829,"$7,750",998,"$47,456",2486,"$14,285",2388,50%,79%
4086,3170,"$692,000",Stevens-Henager College,UT,4-year,Associate's,Private nonprofit,52%,4023,22%,2194,235%,2001,"$9,500",2921,"$31,807",558,"$26,146",3568,29%,32%
4087,310,"$1,300,000",University of Utah,UT,4-year,Bachelor's,Public,79%,985,310%,1079,353%,1386,"$13,378",305,"$60,590",2384,"$14,773",1042,70%,83%
4088,853,"$1,070,000",Utah State University,UT,4-year,Bachelor's,Public,72%,1203,270%,677,446%,2409,"$9,240",776,"$50,432",2628,"$13,634",2258,52%,82%
4089,652,"$1,130,000",Utah Valley University,UT,4-year,Bachelor's,Public,73%,477,469%,503,496%,2544,"$8,747",679,"$52,096",3343,"$9,159",3305,33%,73%
4090,445,"$1,206,000",Weber State University,UT,4-year,Associate's,Public,74%,884,333%,678,446%,2001,"$9,500",700,"$51,840",2880,"$11,968",3279,34%,77%
4091,840,"$1,073,000",Western Governors University,UT,4-year,Bachelor's,Private nonprofit,74%,685,392%,636,456%,2555,"$8,670",943,"$48,210",3232,"$9,805",3870,23%,59%
4092,495,"$1,187,000",Westminster College,UT,4-year,Bachelor's,Private nonprofit,80%,1888,174%,2338,223%,685,"$17,500",441,"$56,565",1297,"$20,674",1776,59%,83%
4093,1189,"$987,000",Advanced Technology Institute,VA,2-year,Certificate,Private for-profit,68%,2314,136%,1835,260%,1612,"$12,000",1428,"$43,214",1729,"$18,343",735,75%,44%
4094,4257,"$461,000",American National University,VA,4-year,Certificate,Private for-profit,36%,4132,12%,2348,223%,2837,"$7,736",3721,"$24,951",1032,"$22,274",3536,29%,22%
4095,4070,"$526,000",Asher Institute of Hampton,VA,Less than 2-year,Certificate,Private for-profit,30%,3459,60%,NA,NA,NA,NA,4119,"$21,232",2679,"$13,239",1335,65%,NA
